State,District,Latitude,Longitude,District code,Population,Hindus,Muslims,Others_Religions,ST,SC,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Sex_ratio,Literate_Ratio,Working_Ratio,Age_Below_50,Age_Above_50
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,601092,4952,22,206327,82159,6414,43976,757,1021.39,49.05,50.04,81.38,18.4
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,1644905,46094,302,6129,325133,33331,201605,3416,962.99,76.05,36.6,80.39,19.35
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,874445,4607,44,541905,139514,24924,61543,1553,1050.83,42.13,48.26,85.06,14.55
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,964188,20120,1117,355261,191827,33612,126498,5231,975.98,67.59,48.59,81.86,17.94
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,1532352,71391,89986,1062349,191660,77581,223537,12787,972.81,64.12,41.71,84.18,15.5
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,152638,28835,14,0,35348,28366,47880,1868,1047.07,77.37,34.11,81.12,18.7
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,27940,12856,3,0,144,3632,7150,574,1184.4,87.22,28.22,77.25,22.55
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,53537,1191,4,0,8427,10399,12859,207,1037.51,70.6,30.13,84.87,15.1
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,690939,12502,1044,0,770864,279993,461231,29961,889.14,67.64,36.85,82.4,17.53
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,380569,16299,559,0,450473,118427,255650,11284,868.31,60.85,39.61,81.57,18.39
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,141363,3125,103,0,240328,62103,113549,4348,890.31,61.75,35.88,81.21,18.42
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,152851,16808,251,0,192493,64037,113683,5138,870.86,70.99,35.79,81.28,18.5
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,906408,6844,278,0,855726,141899,349662,10042,893.43,60.5,37.29,83.65,16.33
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,1074332,27667,812,0,580576,244468,411216,14428,895.34,71.13,32.94,81.48,18.42
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,1000743,23089,531,0,557504,201675,319930,13747,961.08,75.61,31.5,79.07,20.84
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,1394329,30233,805,0,854444,299449,446200,39082,915.45,73.97,35.31,80.94,18.98
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,336124,10190,334,0,276707,110555,161206,9732,912.14,70.73,34.86,80.43,19.36
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,1502403,77713,1254,0,923358,488757,703624,58589,873.17,73.18,36.72,82.36,17.56
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,156539,10375,493,0,258878,39414,140099,2673,883.27,55.03,42.68,80.67,18.98
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,158414,9388,365,0,363417,89445,183396,7897,893.34,63.06,36.07,79.76,19.56
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,254920,4333,433,0,381554,76441,166585,4571,896.25,58.19,37.18,81.8,18.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,783306,40043,1410,0,465359,209192,352929,24274,890.92,66.82,34.83,82.27,17.68
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,304481,14492,143,0,180905,67749,129123,6600,915.12,73.43,34.13,80.44,19.24
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,389410,179116,1038,0,461609,135280,305557,10736,885.1,60.54,34.36,80.93,18.83
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,2201663,314159,184,63482,478027,171799,393498,13499,950.82,59.1,40.79,84.82,15.02
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,3039279,547335,348,289249,653036,123478,485723,9750,894.86,59.4,46.5,86.62,13.34
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,1701234,48834,109,1372999,80091,34189,120603,2324,980.15,46.14,50.99,86.75,12.05
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,1133349,79984,48,276857,221184,32685,161310,1363,928.8,56.7,45.19,85.75,14.16
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,2244882,321192,34,176257,436414,39580,126494,2766,901.91,45.64,46.18,86.75,12.54
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,2143046,371286,18,54090,557305,61113,288723,4179,879.78,58.11,42.03,86.56,12.91
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,2224839,142427,60,229273,407947,93768,373644,6207,973.01,52.15,47.67,84.24,15.16
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,2073356,235741,79,7779,493646,108812,220793,7607,905.17,54.1,41.72,87.19,12.19
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,1017688,66609,24,228549,210788,33406,136969,1392,924.78,52.66,47.36,85.91,14.04
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,1413163,97855,136,201546,250224,59190,268172,4941,971.9,53.22,51.98,82.78,16.77
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,1777879,249736,127,11245,451721,74197,231696,2577,939.75,56.35,44.27,85.9,13.34
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,1582335,45488,115,433344,354337,35600,195277,1719,905.38,57.39,41.88,86.02,12.86
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,1127520,72258,21,58594,245695,24561,96086,1330,845.82,56.62,43.37,88.19,11.72
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,1340065,28662,853,983437,52267,26351,141275,1477,993.52,49.09,46.2,85.42,13.82
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,1437144,50688,164,13477,720412,88543,283142,6295,887.37,60.6,46.35,84.81,14.4
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,1433067,118673,138,14289,494189,55515,243163,3360,905.84,58.27,47.07,85.15,13.66
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,5819980,687452,257,527966,1003302,570997,990085,76565,910.38,64.91,37.2,86.59,13.34
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,497045,168129,34,42429,99134,12431,43141,754,852.1,46.07,43.13,87.96,11.94
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,1732852,78990,82,178719,357196,39745,161845,1585,952.45,45.36,49.03,85.69,13.64
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,1299751,96164,42,182229,243582,38909,220428,1750,946.0,52.43,48.61,84.8,15.14
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,1905682,228178,85,41629,360709,131987,297559,4828,950.04,64.12,41.86,83.9,15.45
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,3224399,411558,80,118924,608024,197135,408808,19335,916.48,55.1,40.4,86.68,13.27
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,1370977,81553,413,324960,354465,28296,132079,1059,860.87,55.26,43.12,86.26,13.17
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,1661307,243993,286,183816,405408,165563,339899,12843,910.58,66.55,38.38,85.77,14.12
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,2833443,454487,276,10418,699911,97267,347344,4449,949.95,53.17,43.11,85.93,14.01
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,1870543,143476,52,144578,398096,94821,326793,4043,987.06,53.28,41.34,82.23,16.85
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,1105676,33677,68,160809,148168,36073,193276,1989,989.54,53.53,47.63,83.2,16.74
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,1165505,155681,42,285848,278789,40116,140947,1887,897.01,55.54,43.28,86.18,13.72
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,2342076,327583,15,75349,418806,131342,339457,5647,947.17,61.71,37.59,85.08,14.24
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,996562,30479,56,292470,201863,47182,134089,2146,939.88,46.01,40.51,86.23,13.73
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,1243527,153146,30,178207,287903,32359,158264,1908,952.01,52.74,45.67,85.43,14.46
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,2869976,104307,373,1525289,188525,128320,357846,14211,958.4,51.58,44.51,85.25,14.7
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,1410852,178807,366,0,281422,327253,352758,80037,883.58,79.15,33.91,84.6,15.33
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,708397,7942,42,10722,176230,39642,177502,1749,1014.65,63.67,47.67,79.03,20.9
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,3751322,439270,1759,10061,779667,910262,1096334,217368,989.32,81.27,39.11,80.5,19.35
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,3044145,211035,237,28342,535911,675153,896325,63273,999.68,76.23,45.34,77.98,21.91
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,2391675,123749,138,15702,763944,244610,598412,15396,986.67,69.66,44.89,81.7,18.17
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,1452956,38304,87,63044,245392,104785,337972,3651,946.06,60.9,49.85,82.19,17.75
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,1879494,105012,138,8064,452376,209640,500057,9155,998.06,68.61,51.17,79.34,20.54
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,2115455,76098,157,21880,369483,371015,595211,18604,992.93,66.29,53.1,75.85,24.08
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,3537399,173785,756,41210,948081,622095,961161,100322,986.26,75.37,41.86,81.96,17.91
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,909872,78590,10,7282,74249,199188,465692,15673,1019.09,82.8,36.34,77.18,22.77
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,993666,53292,79,575,221385,135831,264949,4915,1015.38,68.3,51.04,77.24,22.72
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,2760502,168881,305,11096,408976,391821,754141,34097,990.37,74.83,44.59,80.37,19.55
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,1435072,128617,110,3756,509767,143846,381940,5585,1025.3,75.04,41.57,79.91,20.03
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,1673652,32483,199,57059,345392,265276,441044,8960,986.24,68.12,52.02,76.93,23.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,521658,32702,26,2584,175289,49390,135751,1507,1003.22,66.49,53.03,79.54,20.37
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,1428784,114194,293,1283,284804,82967,354493,4494,1014.9,68.62,47.07,80.72,19.23
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,1047411,208038,36,1105,249008,100484,291400,5172,982.61,72.33,44.55,81.13,18.68
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,3326357,95487,246,119369,580512,448968,835377,20660,954.49,65.64,48.65,79.46,20.48
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,1186078,74310,24,790,227746,113822,314270,5773,1002.63,71.67,46.31,78.98,20.94
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,2075870,190814,148,3561,455062,223044,555582,13495,1034.72,74.44,40.49,79.19,20.75
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,1148990,56751,74,1835,258200,147529,312310,4667,991.26,69.84,47.49,79.66,20.25
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,3325823,143093,530,47243,821646,621907,909400,75634,987.2,74.88,41.26,82.62,17.26
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,1132785,96092,64,3034,430927,109580,303114,4416,1017.38,74.86,42.73,79.49,20.34
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,2294369,91636,110,90954,565329,176242,549077,6445,994.41,66.0,50.23,80.54,19.38
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,3397857,414760,251,72955,860212,417535,865913,20623,1006.6,70.47,42.92,81.61,18.31
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,1822626,47838,75,2294,399831,235005,505950,10219,1007.1,72.02,48.92,80.45,19.47
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,307120,8256,206,210608,61688,5532,46875,273,944.19,73.03,41.2,86.68,13.29
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,507967,105737,70,179426,114968,19631,81601,997,966.64,74.99,35.83,85.52,14.45
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,736015,49258,808,344835,140168,20246,133744,948,957.35,73.84,41.88,84.73,15.23
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,1512801,152791,430,431944,338094,103228,314567,6394,962.34,78.89,40.46,83.45,16.49
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,3922718,411313,384,7255,991325,251013,536402,27183,868.45,60.66,31.45,87.43,12.4
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,2904140,729283,91,629,755254,153283,268120,13634,882.12,56.96,31.97,86.17,12.87
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,5102041,796756,305,7955,1309851,204357,391542,24122,901.26,61.56,35.47,85.64,13.74
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,1985654,401678,33,746,591125,21512,99581,2509,977.79,62.01,32.84,84.02,15.31
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,1273546,101963,444,150,391622,32687,65479,2404,864.15,67.47,32.04,85.33,14.65
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,3878626,718692,226,9327,1171378,49699,183381,6652,1019.21,60.08,29.74,84.44,15.17
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,917474,364583,25,14,149060,44732,119121,2989,861.31,61.24,31.98,84.45,14.93
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,2291892,1169330,38,11159,509307,38940,85814,2681,891.51,40.09,33.03,86.88,12.79
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,3004240,213440,64,110114,494698,62157,119972,4672,936.62,60.61,31.47,83.35,15.51
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1333242,805975,87,24887,277212,16229,57400,1551,927.54,40.41,35.38,86.45,13.22
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,1637549,157612,50,163,387855,26907,73522,1655,862.98,55.74,39.0,84.97,14.74
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,2505444,737106,211,610,864559,60554,108116,3159,910.11,51.9,36.58,84.42,13.66
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,2830768,1536534,339,3227,557150,210687,272830,15164,886.76,49.27,31.52,86.46,11.56
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,2082976,364510,99,3620,513959,37593,108101,3423,963.29,56.56,31.8,84.94,14.77
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,2032081,1585210,41,3058,787444,128042,268353,7303,916.87,57.98,29.54,86.64,12.22
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,2707195,777407,86,198,725600,124641,223922,7865,896.3,58.06,33.53,85.74,13.51
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,1727869,215081,1175,41725,446786,32433,99602,3492,918.41,60.15,33.42,84.99,14.74
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,955372,34559,27,366,266655,11637,41046,827,879.27,53.55,39.75,85.94,13.78
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,2730957,358539,146,109894,468663,60348,150001,4469,1016.96,60.47,28.26,84.2,15.52
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,1611126,146346,18,140,281011,37027,69591,2635,873.12,59.47,30.77,86.4,13.38
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,1457892,113961,94,169,388283,47520,113098,2964,870.07,67.14,31.99,84.82,15.03
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,2094271,365806,185,931,555047,58328,127754,4746,961.69,58.72,33.64,84.09,14.87
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,1596278,276846,100,230,312712,59209,88081,2624,873.51,57.96,31.42,86.77,13.09
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,2274674,350700,47,340,651480,43492,75263,3385,901.27,57.44,40.41,84.65,15.02
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,2140745,314812,61,2565,473890,100919,196080,5834,875.43,60.92,30.48,86.66,12.52
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,1394025,215500,91,2215,216105,193902,257586,53181,851.37,68.14,34.53,86.08,11.46
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,3414427,1186776,265,3968,773463,501592,695130,78116,881.06,66.71,32.48,86.1,11.96
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,3233790,368153,184,28712,726641,36798,105767,5309,951.55,60.7,33.27,83.11,15.37
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,2739076,678615,57,870,531973,45517,104084,4313,921.45,48.92,34.09,86.14,13.53
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,4009037,403847,207,18172,936061,149727,296619,14597,949.66,60.81,30.44,84.39,14.85
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,3508131,556219,98,349,1274505,60689,95508,3845,867.65,54.28,32.23,85.6,13.68
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,1509708,171581,145,832,468178,42616,104176,2217,865.12,63.62,36.73,83.61,16.27
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,3981502,483750,114,4736,990345,56508,181467,8002,1023.99,60.78,31.98,83.52,15.35
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,1823930,147842,311,3873,562505,94342,183340,8517,890.05,65.27,40.77,84.16,15.43
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,1075440,750368,21,164,318001,55064,89329,2825,910.03,53.42,32.56,87.95,11.73
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,1375788,273967,65,15,309980,32510,61491,2488,878.73,61.4,31.67,86.38,13.49
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,1612968,176327,103,801,460544,23831,49753,2682,864.7,65.15,35.01,84.44,15.38
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,1372381,220423,3,193,555397,22034,43753,1503,907.72,50.85,39.95,85.68,13.16
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,2928462,620244,133,80269,544231,29304,127331,3486,960.64,54.84,31.34,84.43,14.04
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,1163804,33724,41,71610,240519,20720,77082,1079,905.73,52.49,41.2,86.66,13.07
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,3537787,985070,504,7506,948294,469747,582769,68506,916.84,68.13,33.61,83.66,14.93
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,815142,57454,157,647,220898,12874,42936,1316,878.3,55.72,39.92,83.16,15.68
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,1746649,100723,38,478,368206,43074,79022,2642,880.99,64.43,30.02,85.41,14.22
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,2310776,216933,126,1520,506580,107867,281239,8726,863.17,59.19,33.01,83.87,12.87
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,1769937,428555,129,22915,474537,40087,149908,2656,978.96,61.79,31.58,84.77,14.65
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,2183255,1185643,236,3390,624149,236071,425624,23717,886.18,62.19,31.67,85.54,13.12
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,2292534,195765,27,20132,661129,43500,145997,4447,902.74,57.22,35.32,85.81,13.89
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,2488265,2248392,382,685,731406,179473,281758,11690,906.37,47.44,29.71,87.11,11.01
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,2382914,1711453,60,317,561250,147785,368153,10077,889.05,58.34,31.17,86.48,13.14
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,1449007,489686,45,1714,333558,47723,83006,2870,894.59,52.24,30.46,87.16,12.62
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,827293,25597,27,550427,60429,17984,71612,716,982.55,46.27,55.46,86.51,13.32
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,2731351,452394,43,723,709252,46358,140538,5149,998.11,60.19,33.24,84.33,15.33
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,2975998,413243,602,1756,1030367,65080,247856,5184,943.21,57.72,35.37,84.94,14.88
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,1073890,1181337,63,358,307936,62281,131112,3847,908.52,44.68,31.56,88.5,11.08
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1966892,1454052,135,980,764450,149035,404499,9699,889.96,59.92,29.93,86.5,12.52
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,1300586,404410,35,1593,369039,17671,79525,2031,972.25,55.68,31.45,85.17,14.6
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,2412595,527581,84,508,532673,91958,115163,3889,871.6,49.59,29.68,86.93,12.26
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,3555450,893725,79,1602,1446427,74072,102040,3874,887.79,50.93,31.73,86.16,13.12
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,1738769,103567,1907,385018,421661,40467,95582,5149,917.51,52.92,39.21,87.13,12.77
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,3119590,650261,336,696,851587,55055,233701,5956,983.26,58.99,32.73,84.41,15.28
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,2732016,363453,31,2926,948588,70484,99466,3476,906.87,57.06,36.18,83.66,14.59
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,3107681,546987,298,28617,486958,202055,336056,19214,913.17,65.38,33.2,84.76,14.46
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,611250,7752,6,1281,150995,40199,109876,1830,1138.6,70.12,47.9,79.17,20.72
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,257509,1440,16,1982,72061,13352,47083,435,1090.46,69.06,47.57,80.05,19.88
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,385818,4395,23,12260,79317,27853,71524,899,1018.68,71.64,46.2,82.45,17.33
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,249563,8693,6,1339,47383,18785,37725,548,980.16,68.45,38.35,83.82,16.14
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,475105,6015,30,19535,120378,45365,95421,1344,1020.17,71.48,44.78,80.72,19.14
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,609835,7374,109,875,102130,50929,117239,1366,1077.05,65.92,45.31,82.03,17.77
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,1104452,372267,159,123037,238264,116576,254802,7883,920.04,62.94,35.87,87.03,12.87
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,324859,3554,105,3512,80567,21374,52621,602,957.84,65.17,47.65,84.35,15.52
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,3033581,290450,260694,368690,1174447,45126,334670,4273,956.74,62.08,40.77,82.22,17.73
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,6008472,1599764,44968,489447,2115719,292585,1049943,32323,945.5,67.99,37.72,83.12,16.75
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,2181515,1298054,6051,242484,1033140,57010,333752,5210,955.65,61.63,38.02,84.53,15.4
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,1232850,412788,2786,275366,482754,37186,168069,2518,955.53,64.65,41.94,83.71,16.19
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,1366681,105086,15523,397389,317275,141897,297176,10943,970.45,71.24,37.02,84.17,15.7
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,3535844,1270641,1265,15094,718951,325053,796953,30751,939.38,74.33,37.52,82.69,17.18
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,4574569,870204,49050,229243,1344021,319815,965258,31725,960.86,73.9,39.01,80.71,19.22
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,3156781,445817,23816,731704,1458278,138522,382500,9322,952.96,64.52,39.06,85.08,14.86
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,3440290,926414,1452,10684,241932,623579,927602,136618,907.99,79.8,39.93,76.92,22.57
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,1914352,2045151,7929,313984,835430,54213,297716,5357,944.32,52.31,38.55,86.9,13.04
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,2359061,4707573,7429,91035,897534,92742,541169,7951,958.29,57.09,36.46,85.98,13.96
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,3728482,1382682,16893,140700,1546917,168314,623729,12787,947.27,67.35,35.66,81.87,18.08
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,2373120,227249,309029,540652,567767,30675,189889,3551,957.33,55.46,42.65,83.37,16.52
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1482943,1501170,1622,162816,807950,39138,199307,2883,938.75,49.54,35.77,87.16,12.81
